AccountDate,OrganizationName,DepartmentGroupName,ScenarioName,AccountCode,Amount,Date
2013-04-30,France,Corporate,Actual,1150,11630.76,00:00.0
2013-02-28,France,Corporate,Actual,2420,11623.32,00:00.0
2013-07-31,France,Corporate,Actual,2420,11623.32,00:00.0
2012-09-28,Northwest Division,Corporate,Actual,4130,11605,00:00.0
2013-11-29,Central Division,Corporate,Actual,1150,11602,00:00.0
2011-07-01,Southeast Division,Corporate,Actual,1150,11595,00:00.0
2011-12-29,Canadian Division,Corporate,Actual,1250,11592.21,00:00.0
2012-02-29,Canadian Division,Corporate,Actual,1250,11592.21,00:00.0
2012-04-30,Canadian Division,Corporate,Actual,1250,11592.21,00:00.0
2012-09-28,Canadian Division,Corporate,Actual,1250,11592.21,00:00.0
2012-10-28,Canadian Division,Corporate,Actual,1250,11592.21,00:00.0
2012-11-28,Canadian Division,Corporate,Actual,1250,11592.21,00:00.0
2012-06-30,France,Corporate,Actual,6000,11579.7,00:00.0
2011-10-29,Northwest Division,Corporate,Actual,8500,11569,00:00.0
2013-04-30,Southeast Division,Corporate,Actual,1140,11569,00:00.0
2012-12-27,Canadian Division,Corporate,Actual,8040,11560,00:00.0
2012-12-28,France,Corporate,Actual,2320,11559.49,00:00.0
2013-04-30,France,Corporate,Actual,2440,11559.49,00:00.0
2013-07-31,Germany,Corporate,Actual,2320,11559.49,00:00.0
2013-02-28,Northeast Division,Corporate,Actual,6100,11551,00:00.0
2012-10-28,Northeast Division,Corporate,Actual,5050,11542,00:00.0
2013-08-29,Germany,Corporate,Actual,8500,11525.44,00:00.0
2011-09-29,Northwest Division,Corporate,Actual,1230,11524,00:00.0
2011-08-01,Southeast Division,Corporate,Actual,8500,11521,00:00.0
2011-08-01,Central Division,Corporate,Actual,6100,11514,00:00.0
2012-06-30,Central Division,Corporate,Actual,1150,11510,00:00.0
2013-01-28,Australia,Corporate,Actual,2420,11501.47,00:00.0
2012-07-31,Southeast Division,Corporate,Actual,1230,11486,00:00.0
2012-10-28,Southeast Division,Corporate,Actual,1230,11486,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,1230,11486,00:00.0
2012-03-30,Canadian Division,Corporate,Actual,1250,11477.05,00:00.0
2013-10-29,Southeast Division,Corporate,Actual,1140,11476,00:00.0
2013-05-30,France,Corporate,Actual,1150,11455.23,00:00.0
2012-01-29,Central Division,Corporate,Actual,1230,11450,00:00.0
2013-08-29,France,Corporate,Actual,2440,11437.14,00:00.0
2012-08-28,France,Corporate,Actual,2340,11435.01,00:00.0
2012-04-30,Northwest Division,Corporate,Actual,6100,11425,00:00.0
2012-06-30,Germany,Corporate,Actual,1130,11420.12,00:00.0
2012-09-28,Northwest Division,Corporate,Actual,1140,11406,00:00.0
2011-03-01,Southeast Division,Corporate,Budget,4130,11400,00:00.0
2011-09-29,Canadian Division,Corporate,Budget,6100,11400,00:00.0
2011-10-29,Canadian Division,Corporate,Budget,6100,11400,00:00.0
2011-11-29,Canadian Division,Corporate,Budget,6100,11400,00:00.0
2012-12-28,Australia,Corporate,Actual,2420,11394.45,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,4500,11389,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,6100,11389,00:00.0
2013-01-28,Australia,Corporate,Actual,1140,11385.67,00:00.0
2013-01-28,Southeast Division,Corporate,Actual,6000,11370,00:00.0
2012-12-28,Canadian Division,Corporate,Actual,6020,11363.41,00:00.0
2011-11-29,Central Division,Corporate,Actual,1150,11363,00:00.0
2011-09-29,Southeast Division,Corporate,Actual,6000,11362,00:00.0
2012-11-28,Northeast Division,Corporate,Actual,6000,11362,00:00.0
2012-09-28,Southeast Division,Corporate,Actual,1230,11361,00:00.0
2012-10-28,Southwest Division,Corporate,Actual,1230,11361,00:00.0
2012-11-28,Central Division,Corporate,Actual,1230,11343,00:00.0
2013-02-28,Southwest Division,Corporate,Actual,5050,11339,00:00.0
2011-07-01,Southeast Division,Corporate,Actual,6000,11336,00:00.0
2012-08-28,Southeast Division,Corporate,Actual,5050,11332,00:00.0
2013-02-28,Australia,Corporate,Actual,1150,11317.25,00:00.0
2012-12-28,France,Corporate,Actual,2440,11315.86,00:00.0
2013-07-31,France,Corporate,Actual,2320,11315.86,00:00.0
2011-08-29,Northwest Division,Corporate,Actual,1140,11311,00:00.0
2011-11-29,Northwest Division,Corporate,Actual,1230,11305,00:00.0
2011-01-29,Northeast Division,Corporate,Actual,2340,11302,00:00.0
2011-05-31,Canadian Division,Corporate,Budget,4130,11300,00:00.0
2012-09-28,Central Division,Corporate,Actual,1150,11296,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,1140,11268,00:00.0
2013-06-30,Southeast Division,Corporate,Actual,6000,11264,00:00.0
2013-10-29,Germany,Corporate,Actual,1140,11250.97,00:00.0
2011-11-29,Central Division,Corporate,Actual,5050,11246,00:00.0
2012-07-31,Northeast Division,Corporate,Actual,6000,11242,00:00.0
2012-10-28,Northeast Division,Corporate,Actual,6000,11242,00:00.0
2011-08-01,Southeast Division,Corporate,Actual,4130,11240,00:00.0
2013-06-30,Southeast Division,Corporate,Actual,1140,11240,00:00.0
2011-03-01,Canadian Division,Corporate,Actual,4130,11236.14,00:00.0
2011-03-01,Canadian Division,Corporate,Actual,4500,11236.14,00:00.0
2011-05-31,Southeast Division,Corporate,Actual,6000,11232,00:00.0
2011-09-29,Canadian Division,Corporate,Actual,1230,11225.53,00:00.0
2013-01-28,France,Corporate,Actual,6000,11223.31,00:00.0
2013-03-30,France,Corporate,Actual,2330,11223.31,00:00.0
2013-03-30,Germany,Corporate,Actual,2330,11223.31,00:00.0
2011-03-01,Southwest Division,Corporate,Actual,4500,11223,00:00.0
2013-04-30,Northeast Division,Corporate,Actual,1150,11212,00:00.0
2013-11-29,Canadian Division,Corporate,Actual,4140,11211.9,00:00.0
2011-01-29,Southwest Division,Corporate,Budget,5050,11200,00:00.0
2011-05-31,Northwest Division,Corporate,Budget,4130,11200,00:00.0
2011-09-29,Central Division,Corporate,Budget,4500,11200,00:00.0
2013-03-30,Germany,Corporate,Actual,2440,11194.58,00:00.0
2013-05-30,Germany,Corporate,Actual,1140,11189.27,00:00.0
2011-03-01,Southwest Division,Corporate,Actual,1150,11173,00:00.0
2013-06-30,France,Corporate,Actual,1150,11167.99,00:00.0
2012-08-28,Northeast Division,Corporate,Actual,5050,11160,00:00.0
2011-05-31,Northwest Division,Corporate,Actual,4130,11152,00:00.0
2011-10-29,Central Division,Corporate,Actual,4130,11152,00:00.0
2011-10-29,Central Division,Corporate,Actual,6100,11152,00:00.0
2011-12-29,Central Division,Corporate,Actual,1230,11129,00:00.0
2012-04-30,Northeast Division,Corporate,Actual,6000,11122,00:00.0
2013-04-30,Australia,Corporate,Actual,1150,11115.49,00:00.0
2011-09-29,Northwest Division,Corporate,Budget,6100,11100,00:00.0
2011-10-29,Canadian Division,Corporate,Budget,5050,11100,00:00.0
2011-10-29,Northwest Division,Corporate,Budget,6100,11100,00:00.0
2011-11-29,Northwest Division,Corporate,Budget,6100,11100,00:00.0
2012-07-31,Northwest Division,Corporate,Actual,1140,11095,00:00.0
2013-11-29,Germany,Corporate,Actual,8500,11093.52,00:00.0
2011-07-01,Northwest Division,Corporate,Actual,1230,11085,00:00.0
2011-10-29,Northwest Division,Corporate,Actual,1230,11085,00:00.0
2013-01-28,France,Corporate,Actual,2440,11072.24,00:00.0
2013-06-30,Germany,Corporate,Actual,2320,11072.24,00:00.0
2013-10-29,France,Corporate,Actual,2440,11072.24,00:00.0
2013-02-28,Southeast Division,Corporate,Actual,4500,11060,00:00.0
2011-10-29,Northwest Division,Corporate,Actual,5050,11051,00:00.0
2012-06-30,Southeast Division,Corporate,Actual,6000,11051,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,6000,11051,00:00.0
2013-03-30,Canadian Division,Corporate,Actual,6020,11045.23,00:00.0
2013-05-30,Australia,Corporate,Actual,2440,11036.55,00:00.0
2012-04-30,Southeast Division,Corporate,Actual,1140,11033,00:00.0
2013-03-30,Canadian Division,Corporate,Actual,5050,11031.59,00:00.0
2012-07-31,Northeast Division,Corporate,Actual,6100,11027,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,1140,11027,00:00.0
2011-08-29,Canadian Division,Corporate,Actual,1230,11017.95,00:00.0
2013-03-30,Australia,Corporate,Actual,1150,11017.25,00:00.0
2012-04-30,Central Division,Corporate,Actual,5050,11015,00:00.0
2011-12-29,Central Division,Corporate,Actual,6100,11012,00:00.0
2013-03-30,Southeast Division,Corporate,Actual,4130,11004,00:00.0
2013-11-29,Germany,Corporate,Actual,1140,10999.9,00:00.0
2012-11-28,Northeast Division,Corporate,Actual,8500,10989,00:00.0
2012-10-28,Northwest Division,Corporate,Actual,1140,10982,00:00.0
2010-12-29,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-01-29,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-03-01,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-03-31,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-05-01,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-05-31,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-07-01,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-08-29,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-09-29,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-10-29,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2011-11-29,Northwest Division,Corporate,Actual,1210,10976,00:00.0
2013-11-29,Australia,Corporate,Actual,2420,10968.12,00:00.0
2012-10-28,Southeast Division,Corporate,Actual,1140,10956,00:00.0
2013-01-28,Germany,Corporate,Actual,1140,10954.15,00:00.0
2013-01-28,Germany,Corporate,Actual,2320,10950.96,00:00.0
2013-07-31,Germany,Corporate,Actual,2440,10950.96,00:00.0
2013-09-29,Germany,Corporate,Actual,2320,10950.96,00:00.0
2013-04-30,Canadian Division,Corporate,Actual,6040,10942.19,00:00.0
2013-09-29,Australia,Corporate,Actual,2440,10936.54,00:00.0
2013-06-30,Germany,Corporate,Actual,2330,10916.92,00:00.0
2013-08-29,France,Corporate,Actual,2330,10916.92,00:00.0
2013-11-29,France,Corporate,Actual,8500,10915.86,00:00.0
2012-04-30,Central Division,Corporate,Actual,1230,10915,00:00.0
2012-07-31,Central Division,Corporate,Actual,1230,10915,00:00.0
2012-04-30,France,Corporate,Actual,4130,10896.71,00:00.0
2013-02-28,France,Corporate,Actual,6000,10879.69,00:00.0
2013-05-30,Northwest Division,Corporate,Actual,6020,10869,00:00.0
2011-01-29,Northwest Division,Corporate,Actual,1230,10866,00:00.0
2011-05-01,Northwest Division,Corporate,Actual,1230,10866,00:00.0
2013-03-30,Australia,Corporate,Actual,2420,10861.1,00:00.0
2013-05-30,Northwest Division,Corporate,Actual,4130,10856,00:00.0
2012-09-28,Northeast Division,Corporate,Actual,1150,10852,00:00.0
2012-08-28,Southeast Division,Corporate,Actual,6000,10850,00:00.0
2013-06-30,Australia,Corporate,Actual,2320,10836.54,00:00.0
2013-05-30,Southeast Division,Corporate,Actual,1140,10832,00:00.0
2012-01-29,Southeast Division,Corporate,Actual,1250,10817,00:00.0
2012-04-30,Southwest Division,Corporate,Actual,1250,10817,00:00.0
2012-06-30,Southeast Division,Corporate,Actual,1250,10817,00:00.0
2012-06-30,Southwest Division,Corporate,Actual,1250,10817,00:00.0
2012-08-28,Southeast Division,Corporate,Actual,1250,10817,00:00.0
2012-12-28,France,Corporate,Actual,2330,10814.79,00:00.0
2013-05-30,Germany,Corporate,Actual,2330,10814.79,00:00.0
2013-05-30,Northeast Division,Corporate,Actual,3020,10814,00:00.0
2011-08-29,Northeast Division,Corporate,Budget,4130,10800,00:00.0
2013-11-29,France,Corporate,Actual,1150,10775.43,00:00.0
2011-08-29,Northeast Division,Corporate,Actual,4500,10765,00:00.0
2011-03-31,Northwest Division,Corporate,Actual,1230,10756,00:00.0
2013-11-29,Canadian Division,Corporate,Actual,4130,10754.31,00:00.0
2012-01-29,Central Division,Corporate,Actual,4140,10754,00:00.0
2013-09-29,Australia,Corporate,Actual,2320,10734.79,00:00.0
2012-06-30,Northeast Division,Corporate,Actual,6020,10713,00:00.0
2013-04-30,Germany,Corporate,Actual,2330,10712.66,00:00.0
2013-07-31,Germany,Corporate,Actual,2330,10712.66,00:00.0
2013-08-29,Germany,Corporate,Actual,2330,10712.66,00:00.0
2013-10-29,Germany,Corporate,Actual,2330,10712.66,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,6000,10712,00:00.0
2011-12-29,Southwest Division,Corporate,Actual,1250,10710,00:00.0
2012-02-29,Southeast Division,Corporate,Actual,1250,10710,00:00.0
2012-02-29,Southwest Division,Corporate,Actual,1250,10710,00:00.0
2012-03-30,Southeast Division,Corporate,Actual,1250,10710,00:00.0
2012-07-31,Southwest Division,Corporate,Actual,1250,10710,00:00.0
2012-08-28,Southwest Division,Corporate,Actual,1250,10710,00:00.0
2012-11-28,Southwest Division,Corporate,Actual,1250,10710,00:00.0
2011-12-29,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-01-29,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-02-29,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-03-30,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-04-30,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-05-30,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-06-30,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-07-31,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-08-28,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-09-28,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-10-28,Central Division,Corporate,Actual,1210,10701,00:00.0
2012-11-28,Central Division,Corporate,Actual,1210,10701,00:00.0
2011-05-31,Northwest Division,Corporate,Budget,4500,10700,00:00.0
2011-07-01,Northwest Division,Corporate,Budget,4130,10700,00:00.0
2011-01-29,Southeast Division,Corporate,Actual,8500,10695,00:00.0
2011-08-29,Central Division,Corporate,Actual,5050,10682,00:00.0
2012-12-28,Southeast Division,Corporate,Actual,1140,10665,00:00.0
2013-05-30,Canadian Division,Corporate,Actual,6610,10651.28,00:00.0
2012-05-30,Southeast Division,Corporate,Actual,6000,10649,00:00.0
2013-08-29,Australia,Corporate,Actual,2420,10648.82,00:00.0
2011-09-29,Central Division,Corporate,Actual,4500,10648,00:00.0
2010-12-29,Northwest Division,Corporate,Actual,1230,10646,00:00.0
2012-04-30,Canadian Division,Corporate,Actual,6020,10643.7,00:00.0
2013-03-30,Australia,Corporate,Actual,2440,10634.78,00:00.0
2012-07-31,Northeast Division,Corporate,Actual,1150,10604,00:00.0
2011-12-29,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2012-01-29,Southwest Division,Corporate,Actual,1250,10603,00:00.0
2012-03-30,Southwest Division,Corporate,Actual,1250,10603,00:00.0
2012-04-30,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2012-05-30,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2012-05-30,Southwest Division,Corporate,Actual,1250,10603,00:00.0
2012-07-31,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2012-09-28,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2012-09-28,Southwest Division,Corporate,Actual,1250,10603,00:00.0
2012-10-28,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2012-10-28,Southwest Division,Corporate,Actual,1250,10603,00:00.0
2012-11-28,Southeast Division,Corporate,Actual,1250,10603,00:00.0
2011-03-31,Canadian Division,Corporate,Budget,6100,10600,00:00.0
2011-05-01,Canadian Division,Corporate,Budget,6100,10600,00:00.0
2011-05-31,Canadian Division,Corporate,Budget,6100,10600,00:00.0
2011-05-31,Northeast Division,Corporate,Budget,5050,10600,00:00.0
2011-07-01,Southeast Division,Corporate,Budget,4500,10600,00:00.0
2011-10-29,Central Division,Corporate,Budget,4130,10600,00:00.0
2011-10-29,Northeast Division,Corporate,Actual,8500,10600,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,1140,10588,00:00.0
2010-12-29,Southeast Division,Corporate,Actual,1230,10564,00:00.0
2011-03-31,Southwest Division,Corporate,Actual,1230,10564,00:00.0
2012-04-30,Northeast Division,Corporate,Actual,4500,10558,00:00.0
2013-04-30,Northwest Division,Corporate,Actual,6020,10546,00:00.0
2012-05-30,Central Division,Corporate,Actual,5050,10542,00:00.0
2012-12-28,Germany,Corporate,Actual,2340,10512.66,00:00.0
2011-05-01,Southeast Division,Corporate,Actual,6100,10512,00:00.0
2013-11-29,Germany,Corporate,Actual,2330,10509.47,00:00.0
2010-12-29,Canadian Division,Corporate,Actual,1230,10498.25,00:00.0
2011-11-29,Canadian Division,Corporate,Actual,1230,10498.25,00:00.0
2011-01-29,Northwest Division,Corporate,Actual,6100,10488,00:00.0
2012-02-29,Northwest Division,Corporate,Actual,4500,10480,00:00.0
2013-04-30,Australia,Corporate,Actual,4500,10473.38,00:00.0
2011-10-29,Central Division,Corporate,Actual,1150,10438,00:00.0
2013-02-28,Australia,Corporate,Actual,2440,10434.78,00:00.0
2013-04-30,Australia,Corporate,Actual,2320,10434.78,00:00.0
2013-07-31,Australia,Corporate,Actual,2440,10434.78,00:00.0
2013-10-29,Australia,Corporate,Actual,2440,10434.78,00:00.0
2013-11-29,Australia,Corporate,Actual,2440,10434.78,00:00.0
2010-12-29,Central Division,Corporate,Actual,1180,10425,00:00.0
2013-10-29,Central Division,Corporate,Actual,1150,10425,00:00.0
2012-02-29,France,Corporate,Actual,1140,10419.04,00:00.0
2011-05-31,Southeast Division,Corporate,Actual,1150,10419,00:00.0
2010-12-29,Canadian Division,Corporate,Actual,1140,10410.37,00:00.0
2011-12-29,France,Corporate,Actual,6000,10402.02,00:00.0
2011-03-01,Southeast Division,Corporate,Actual,6000,10400,00:00.0
2011-05-01,Southeast Division,Corporate,Actual,6000,10400,00:00.0
2013-10-29,Northwest Division,Corporate,Actual,6020,10399,00:00.0
2010-12-29,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-03-01,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-03-31,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-05-01,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-05-31,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-07-01,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-08-01,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-08-29,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-09-29,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-10-29,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-11-29,Canadian Division,Corporate,Actual,1210,10395.21,00:00.0
2011-12-29,Northwest Division,Corporate,Actual,1150,10393,00:00.0
2011-03-01,Southeast Division,Corporate,Actual,1140,10391,00:00.0
2013-07-31,France,Corporate,Actual,1300,10390.31,00:00.0
2013-10-29,France,Corporate,Actual,1300,10390.31,00:00.0
2012-12-28,Southeast Division,Corporate,Actual,6000,10388,00:00.0
2012-03-30,Southeast Division,Corporate,Actual,4130,10386,00:00.0
2012-09-28,Southeast Division,Corporate,Actual,5050,10386,00:00.0
2013-01-28,Germany,Corporate,Actual,5050,10378.61,00:00.0
2013-01-28,Germany,Corporate,Actual,6100,10378.61,00:00.0
2013-06-30,Northwest Division,Corporate,Actual,5050,10371,00:00.0
2012-07-31,Central Division,Corporate,Actual,1150,10367,00:00.0
2012-03-30,Germany,Corporate,Actual,1130,10346.7,00:00.0
2012-09-28,Southeast Division,Corporate,Actual,1140,10343,00:00.0
2013-01-28,Australia,Corporate,Actual,2320,10334.78,00:00.0
2013-08-29,Australia,Corporate,Actual,2440,10334.78,00:00.0
2013-07-31,Central Division,Corporate,Actual,6100,10332,00:00.0
2013-09-29,Australia,Corporate,Actual,2420,10329.51,00:00.0
2013-02-28,Northeast Division,Corporate,Actual,4140,10324,00:00.0
2013-02-28,Germany,Corporate,Actual,5050,10323.29,00:00.0
2013-09-29,Southeast Division,Corporate,Actual,1140,10311,00:00.0
2012-07-31,France,Corporate,Actual,6000,10307.33,00:00.0
2013-02-28,Germany,Corporate,Actual,2330,10305.21,00:00.0
2013-05-30,France,Corporate,Actual,2330,10305.21,00:00.0
2011-01-29,Central Division,Corporate,Actual,1140,10302,00:00.0
2011-12-29,Canadian Division,Corporate,Actual,6610,10298.24,00:00.0
2013-06-30,Germany,Corporate,Actual,1300,10295.63,00:00.0
2011-05-31,Canadian Division,Corporate,Actual,1230,10290.67,00:00.0
2012-01-29,France,Corporate,Actual,4130,10284.99,00:00.0
2012-01-29,France,Corporate,Actual,4500,10284.99,00:00.0
2013-07-31,Germany,Corporate,Actual,6000,10277.55,00:00.0
2012-10-28,Central Division,Corporate,Actual,1230,10272,00:00.0
2012-01-29,Canadian Division,Corporate,Actual,6610,10266.42,00:00.0
2012-08-28,Germany,Corporate,Actual,2420,10259.46,00:00.0
2013-03-30,Australia,Corporate,Actual,2320,10233.02,00:00.0
2013-07-31,Australia,Corporate,Actual,2320,10233.02,00:00.0
2013-01-28,Southeast Division,Corporate,Actual,4500,10233,00:00.0
2012-07-31,Southeast Division,Corporate,Actual,4500,10225,00:00.0
2013-06-30,Australia,Corporate,Actual,2420,10222.49,00:00.0
2013-07-31,Australia,Corporate,Actual,2420,10222.49,00:00.0
2012-12-28,Northwest Division,Corporate,Actual,1150,10215,00:00.0
2011-09-29,Northwest Division,Corporate,Actual,1140,10211,00:00.0
2011-01-29,Southeast Division,Corporate,Budget,4130,10200,00:00.0
2011-03-31,Northwest Division,Corporate,Budget,6100,10200,00:00.0
2011-05-01,Northwest Division,Corporate,Budget,6100,10200,00:00.0
2011-05-31,Northwest Division,Corporate,Budget,6100,10200,00:00.0
2011-10-29,Northwest Division,Corporate,Budget,4130,10200,00:00.0
2012-12-28,France,Corporate,Actual,1300,10199.89,00:00.0
2013-04-30,Germany,Corporate,Actual,1300,10199.89,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,8500,10199,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,6000,10192,00:00.0
2011-03-31,Southeast Division,Corporate,Actual,1230,10180,00:00.0
2011-08-01,Southwest Division,Corporate,Actual,1230,10180,00:00.0
2011-08-29,Southeast Division,Corporate,Actual,1230,10180,00:00.0
2011-12-29,Northeast Division,Corporate,Actual,6100,10180,00:00.0
2012-10-28,Northwest Division,Corporate,Actual,6100,10171,00:00.0
2012-06-30,Central Division,Corporate,Actual,1230,10165,00:00.0
2011-11-29,Northeast Division,Corporate,Actual,1140,10149,00:00.0
2012-12-27,Northeast Division,Corporate,Actual,8040,10122,00:00.0
2013-04-30,Australia,Corporate,Actual,2420,10117.23,00:00.0
2013-07-31,Central Division,Corporate,Actual,1150,10111,00:00.0
2013-11-29,Germany,Corporate,Actual,1300,10105.2,00:00.0
2012-12-28,Germany,Corporate,Actual,2330,10100.95,00:00.0
2013-09-29,Germany,Corporate,Actual,2330,10100.95,00:00.0
2013-10-29,France,Corporate,Actual,2330,10100.95,00:00.0
2011-03-01,Canadian Division,Corporate,Budget,4500,10100,00:00.0
2011-07-01,Southeast Division,Corporate,Budget,6000,10100,00:00.0
2011-08-01,Southeast Division,Corporate,Budget,6000,10100,00:00.0
2011-08-29,Southeast Division,Corporate,Budget,6000,10100,00:00.0
2011-11-29,Central Division,Corporate,Budget,5050,10100,00:00.0
2011-03-01,Northwest Division,Corporate,Actual,1230,10097,00:00.0
2011-08-01,Northwest Division,Corporate,Actual,1230,10097,00:00.0
2012-06-30,Southwest Division,Corporate,Actual,4500,10093,00:00.0
2012-06-30,Southwest Division,Corporate,Actual,5050,10093,00:00.0
2011-08-01,Southeast Division,Corporate,Actual,6000,10088,00:00.0
2013-02-28,Canadian Division,Corporate,Actual,6020,10084.6,00:00.0
2011-05-31,Southeast Division,Corporate,Actual,1230,10084,00:00.0
2011-05-31,Southwest Division,Corporate,Actual,1230,10084,00:00.0
2011-07-01,Southeast Division,Corporate,Actual,1230,10084,00:00.0
2011-01-29,Canadian Division,Corporate,Actual,1230,10083.09,00:00.0
2011-10-29,Canadian Division,Corporate,Actual,1230,10083.09,00:00.0
2013-09-29,Southeast Division,Corporate,Actual,5050,10079,00:00.0
2011-05-31,Central Division,Corporate,Actual,1150,10076,00:00.0
2011-03-31,Central Division,Corporate,Actual,8500,10074,00:00.0
2013-03-30,Southwest Division,Corporate,Actual,4140,10070,00:00.0
2013-07-31,Northwest Division,Corporate,Actual,4500,10064,00:00.0
2013-07-31,Northwest Division,Corporate,Actual,6100,10064,00:00.0
2011-08-29,Southeast Division,Corporate,Actual,4130,10062,00:00.0
2012-05-30,Central Division,Corporate,Actual,1230,10058,00:00.0
2012-09-28,Central Division,Corporate,Actual,1230,10058,00:00.0
2012-11-28,Northeast Division,Corporate,Actual,6100,10043,00:00.0
2013-01-28,Australia,Corporate,Actual,2440,10033.02,00:00.0
2012-03-30,Northwest Division,Corporate,Actual,1150,10030,00:00.0
2012-05-30,France,Corporate,Actual,6000,10021.16,00:00.0
2013-02-28,Southwest Division,Corporate,Actual,6020,10013,00:00.0
2013-09-29,France,Corporate,Actual,1300,10009.46,00:00.0
2012-02-29,Southwest Division,Corporate,Actual,4500,10001,00:00.0
2011-07-01,Central Division,Corporate,Actual,1150,9994,00:00.0
2013-08-29,Northeast Division,Corporate,Actual,4130,9990,00:00.0
2011-05-01,Southeast Division,Corporate,Actual,1230,9988,00:00.0
2010-12-29,Southeast Division,Corporate,Actual,6000,9984,00:00.0
2012-06-30,Germany,Corporate,Actual,2420,9979.67,00:00.0
2012-07-31,Germany,Corporate,Actual,2420,9979.67,00:00.0
2012-09-28,France,Corporate,Actual,2420,9979.67,00:00.0
2012-03-30,Southeast Division,Corporate,Actual,3550,9970,00:00.0
2011-03-01,Southeast Division,Corporate,Actual,4130,9955,00:00.0
2011-10-29,Northeast Division,Corporate,Actual,1140,9949,00:00.0
2012-10-28,Canadian Division,Corporate,Actual,6020,9940.66,00:00.0
2012-08-28,France,Corporate,Actual,6000,9925.41,00:00.0
2012-05-30,Southeast Division,Corporate,Actual,1140,9905,00:00.0
2013-05-30,Australia,Corporate,Actual,2420,9903.19,00:00.0
2010-12-29,Southwest Division,Corporate,Actual,2340,9897,00:00.0
2013-06-30,France,Corporate,Actual,2330,9896.69,00:00.0
2013-09-29,France,Corporate,Actual,2330,9896.69,00:00.0
2012-08-28,Northwest Division,Corporate,Actual,1140,9893,00:00.0
2011-05-01,Southwest Division,Corporate,Actual,1230,9892,00:00.0
2012-01-29,Germany,Corporate,Actual,2420,9887.11,00:00.0
2013-01-28,Southeast Division,Corporate,Actual,6000,9882,00:00.0
2011-03-01,Canadian Division,Corporate,Actual,1230,9875.51,00:00.0
2011-03-31,Canadian Division,Corporate,Actual,1230,9875.51,00:00.0
2012-01-29,Northwest Division,Corporate,Actual,1150,9857,00:00.0
2011-07-01,Southwest Division,Corporate,Actual,8500,9853,00:00.0
2012-12-28,Australia,Corporate,Actual,2440,9833.01,00:00.0
2012-09-28,France,Corporate,Actual,6000,9829.67,00:00.0
2013-03-30,France,Corporate,Actual,1300,9819.03,00:00.0
2013-11-29,Australia,Corporate,Actual,1150,9818.98,00:00.0
2012-06-30,Northeast Division,Corporate,Actual,4130,9802,00:00.0
2012-06-30,Northeast Division,Corporate,Actual,6100,9802,00:00.0
2013-02-28,Australia,Corporate,Actual,2420,9797.93,00:00.0
